"Darcy velocity [m/s]:0","Darcy velocity [m/s]:1","Darcy velocity [m/s]:2","Points:0","Points:1","Points:2"
9.2128e-07,1.977e-07,3.0512e-07,8000,-2558.3,-4282
9.2128e-07,1.977e-07,3.0512e-07,8000,-2558.3,-4282
9.2128e-07,1.977e-07,3.0512e-07,8000,-2558.3,-4282
1.116e-07,4.8194e-08,-9.2739e-09,8000,-3185.7,-4895.1
7.5769e-08,3.3447e-08,1.247e-09,8000,-3259.6,-5000
1.0347e-07,2.562e-08,1.1131e-08,8000,-3129.1,-5000
1.5003e-07,-1.5427e-07,2.4555e-08,8000,-1853.6,-3250.1
1.1238e-07,-1.233e-07,2.1958e-08,8000,-1820.1,-3332.4
1.5003e-07,-1.5427e-07,2.4555e-08,8000,-1853.6,-3250.1
1.116e-07,4.8194e-08,-9.2739e-09,8000,-3185.7,-4895.1
1.5485e-07,3.769e-08,2.7499e-08,8000,-3064.4,-4721.6
1.2062e-07,1.8101e-08,2.1287e-08,8000,-3283.4,-4694.6
7.8038e-07,6.0887e-07,7.1656e-08,8000,-2803.8,-3220.6
7.8038e-07,6.0887e-07,7.1656e-08,8000,-2803.8,-3220.6
7.8038e-07,6.0887e-07,7.1656e-08,8000,-2803.8,-3220.6
4.6804e-07,5.13e-08,-1.2315e-07,8000,-3062.1,-3743.6
4.6804e-07,5.13e-08,-1.2315e-07,8000,-3062.1,-3743.6
4.6804e-07,5.13e-08,-1.2315e-07,8000,-3062.1,-3743.6
2.2705e-07,1.1945e-07,4.7866e-08,8000,-2907.2,-4559.9
2.2705e-07,1.1945e-07,4.7866e-08,8000,-2907.2,-4559.9
2.2705e-07,1.1945e-07,4.7866e-08,8000,-2907.2,-4559.9
3.7921e-07,1.6708e-09,2.5884e-08,8000,-2777.2,-4304.7
3.7921e-07,1.6708e-09,2.5884e-08,8000,-2777.2,-4304.7
3.7921e-07,1.6708e-09,2.5884e-08,8000,-2777.2,-4304.7
5.8615e-07,2.3373e-07,1.4494e-07,8000,-2937.1,-3500.8
7.8038e-07,6.0887e-07,7.1656e-08,8000,-2803.8,-3220.6
5.8615e-07,2.3373e-07,1.4494e-07,8000,-2937.1,-3500.8
5.8615e-07,2.3373e-07,1.4494e-07,8000,-2937.1,-3500.8
7.8038e-07,6.0887e-07,7.1656e-08,8000,-2803.8,-3220.6
7.8038e-07,6.0887e-07,7.1656e-08,8000,-2803.8,-3220.6
4.737e-08,-1.0987e-07,-7.0077e-09,8000,-1653.8,-3791.8
4.737e-08,-1.0987e-07,-7.0077e-09,8000,-1653.8,-3791.8
4.737e-08,-1.0987e-07,-7.0077e-09,8000,-1653.8,-3791.8
1.5003e-07,-1.5427e-07,2.4555e-08,8000,-1853.6,-3250.1
1.5003e-07,-1.5427e-07,2.4555e-08,8000,-1853.6,-3250.1
1.5003e-07,-1.5427e-07,2.4555e-08,8000,-1853.6,-3250.1
3.7921e-07,1.6708e-09,2.5884e-08,8000,-2777.2,-4304.7
3.7921e-07,1.6708e-09,2.5884e-08,8000,-2777.2,-4304.7
3.7921e-07,1.6708e-09,2.5884e-08,8000,-2777.2,-4304.7
2.3749e-06,-7.4551e-07,2.039e-07,8000,-2560.9,-3773.3
2.3749e-06,-7.4551e-07,2.039e-07,8000,-2560.9,-3773.3
2.3749e-06,-7.4551e-07,2.039e-07,8000,-2560.9,-3773.3
1.5003e-07,-1.5427e-07,2.4555e-08,8000,-1853.6,-3250.1
1.1238e-07,-1.233e-07,2.1958e-08,8000,-1820.1,-3332.4
1.5003e-07,-1.5427e-07,2.4555e-08,8000,-1853.6,-3250.1
4.6804e-07,5.13e-08,-1.2315e-07,8000,-3062.1,-3743.6
4.6804e-07,5.13e-08,-1.2315e-07,8000,-3062.1,-3743.6
4.6804e-07,5.13e-08,-1.2315e-07,8000,-3062.1,-3743.6
5.8615e-07,2.3373e-07,1.4494e-07,8000,-2937.1,-3500.8
5.8615e-07,2.3373e-07,1.4494e-07,8000,-2937.1,-3500.8
1.2861e-06,7.0787e-07,1.1015e-07,8000,-2802.9,-3778
1.2861e-06,7.0787e-07,1.1015e-07,8000,-2802.9,-3778
5.8615e-07,2.3373e-07,1.4494e-07,8000,-2937.1,-3500.8
1.2861e-06,7.0787e-07,1.1015e-07,8000,-2802.9,-3778
8.0287e-07,-2.0909e-07,1.8969e-07,8000,-1691.9,-2568.1
8.0287e-07,-2.0909e-07,1.8969e-07,8000,-1691.9,-2568.1
8.0287e-07,-2.0909e-07,1.8969e-07,8000,-1691.9,-2568.1
1.3665e-06,2.2166e-07,1.467e-07,8000,-2666.3,-4053.3
2.3749e-06,-7.4551e-07,2.039e-07,8000,-2560.9,-3773.3
1.3665e-06,2.2166e-07,1.467e-07,8000,-2666.3,-4053.3
1.3665e-06,2.2166e-07,1.467e-07,8000,-2666.3,-4053.3
2.3749e-06,-7.4551e-07,2.039e-07,8000,-2560.9,-3773.3
2.3749e-06,-7.4551e-07,2.039e-07,8000,-2560.9,-3773.3
-4.8258e-08,-2.3121e-08,6.0063e-08,8000,-1647.1,-4114.8
-4.8258e-08,-2.3121e-08,6.0063e-08,8000,-1647.1,-4114.8
-4.8258e-08,-2.3121e-08,6.0063e-08,8000,-1647.1,-4114.8
7.9218e-07,1.532e-07,-1.3785e-07,8000,-2669.7,-2945.4
7.9218e-07,1.532e-07,-1.3785e-07,8000,-2669.7,-2945.4
7.9218e-07,1.532e-07,-1.3785e-07,8000,-2669.7,-2945.4
7.8038e-07,6.0887e-07,7.1656e-08,8000,-2803.8,-3220.6
7.8038e-07,6.0887e-07,7.1656e-08,8000,-2803.8,-3220.6
7.9218e-07,1.532e-07,-1.3785e-07,8000,-2669.7,-2945.4
7.9218e-07,1.532e-07,-1.3785e-07,8000,-2669.7,-2945.4
7.8038e-07,6.0887e-07,7.1656e-08,8000,-2803.8,-3220.6
7.9218e-07,1.532e-07,-1.3785e-07,8000,-2669.7,-2945.4
9.2128e-07,1.977e-07,3.0512e-07,8000,-2558.3,-4282
9.2128e-07,1.977e-07,3.0512e-07,8000,-2558.3,-4282
9.2128e-07,1.977e-07,3.0512e-07,8000,-2558.3,-4282
9.2128e-07,1.977e-07,3.0512e-07,8000,-2558.3,-4282
9.2128e-07,1.977e-07,3.0512e-07,8000,-2558.3,-4282
1.3665e-06,2.2166e-07,1.467e-07,8000,-2666.3,-4053.3
1.3665e-06,2.2166e-07,1.467e-07,8000,-2666.3,-4053.3
9.2128e-07,1.977e-07,3.0512e-07,8000,-2558.3,-4282
1.3665e-06,2.2166e-07,1.467e-07,8000,-2666.3,-4053.3
1.5003e-07,-1.5427e-07,2.4555e-08,8000,-1853.6,-3250.1
1.5003e-07,-1.5427e-07,2.4555e-08,8000,-1853.6,-3250.1
1.5003e-07,-1.5427e-07,2.4555e-08,8000,-1853.6,-3250.1
1.3665e-06,2.2166e-07,1.467e-07,8000,-2666.3,-4053.3
1.3665e-06,2.2166e-07,1.467e-07,8000,-2666.3,-4053.3
1.3665e-06,2.2166e-07,1.467e-07,8000,-2666.3,-4053.3
1.2861e-06,7.0787e-07,1.1015e-07,8000,-2802.9,-3778
1.2861e-06,7.0787e-07,1.1015e-07,8000,-2802.9,-3778
1.2861e-06,7.0787e-07,1.1015e-07,8000,-2802.9,-3778
1.3665e-06,2.2166e-07,1.467e-07,8000,-2666.3,-4053.3
1.3665e-06,2.2166e-07,1.467e-07,8000,-2666.3,-4053.3
1.2861e-06,7.0787e-07,1.1015e-07,8000,-2802.9,-3778
1.2861e-06,7.0787e-07,1.1015e-07,8000,-2802.9,-3778
1.3665e-06,2.2166e-07,1.467e-07,8000,-2666.3,-4053.3
1.2861e-06,7.0787e-07,1.1015e-07,8000,-2802.9,-3778
2.0616e-07,1.0652e-07,-3.9419e-09,8000,-3167.6,-2499.6
2.0616e-07,1.0652e-07,-3.9419e-09,8000,-3167.6,-2499.6
2.0616e-07,1.0652e-07,-3.9419e-09,8000,-3167.6,-2499.6
1.2062e-07,1.8101e-08,2.1287e-08,8000,-3283.4,-4694.6
1.2062e-07,1.8101e-08,2.1287e-08,8000,-3283.4,-4694.6
1.5485e-07,3.769e-08,2.7499e-08,8000,-3064.4,-4721.6
1.5485e-07,3.769e-08,2.7499e-08,8000,-3064.4,-4721.6
1.2062e-07,1.8101e-08,2.1287e-08,8000,-3283.4,-4694.6
1.5485e-07,3.769e-08,2.7499e-08,8000,-3064.4,-4721.6
8.0287e-07,-2.0909e-07,1.8969e-07,8000,-1691.9,-2568.1
8.0287e-07,-2.0909e-07,1.8969e-07,8000,-1691.9,-2568.1
8.0287e-07,-2.0909e-07,1.8969e-07,8000,-1691.9,-2568.1
