"Darcy velocity [m/s]:0","Darcy velocity [m/s]:1","Darcy velocity [m/s]:2","Points:0","Points:1","Points:2"
9.5932e-07,1.4422e-07,3.0541e-07,8000,-2558.3,-4282
9.5932e-07,1.4422e-07,3.0541e-07,8000,-2558.3,-4282
9.5932e-07,1.4422e-07,3.0541e-07,8000,-2558.3,-4282
1.1482e-07,5.4449e-08,-5.5554e-09,8000,-3185.7,-4895.1
7.857e-08,4.3279e-08,-3.2475e-09,8000,-3259.6,-5000
1.043e-07,2.7251e-08,9.7809e-09,8000,-3129.1,-5000
2.3999e-07,-2.4636e-07,9.8853e-09,8000,-1853.6,-3250.1
1.6819e-07,-1.7593e-07,-2.0978e-08,8000,-1820.1,-3332.4
2.3999e-07,-2.4636e-07,9.8853e-09,8000,-1853.6,-3250.1
1.1482e-07,5.4449e-08,-5.5554e-09,8000,-3185.7,-4895.1
1.4927e-07,1.4182e-08,2.549e-08,8000,-3064.4,-4721.6
1.2443e-07,4.0541e-08,3.6468e-08,8000,-3283.4,-4694.6
6.5926e-07,5.3788e-07,1.8452e-07,8000,-2803.8,-3220.6
6.5926e-07,5.3788e-07,1.8452e-07,8000,-2803.8,-3220.6
6.5926e-07,5.3788e-07,1.8452e-07,8000,-2803.8,-3220.6
4.811e-07,1.2472e-07,-1.0321e-07,8000,-3062.1,-3743.6
4.811e-07,1.2472e-07,-1.0321e-07,8000,-3062.1,-3743.6
4.811e-07,1.2472e-07,-1.0321e-07,8000,-3062.1,-3743.6
2.4264e-07,1.5372e-07,7.2277e-08,8000,-2907.2,-4559.9
2.4264e-07,1.5372e-07,7.2277e-08,8000,-2907.2,-4559.9
2.4264e-07,1.5372e-07,7.2277e-08,8000,-2907.2,-4559.9
3.7574e-07,-6.634e-08,-5.4064e-10,8000,-2777.2,-4304.7
3.7574e-07,-6.634e-08,-5.4064e-10,8000,-2777.2,-4304.7
3.7574e-07,-6.634e-08,-5.4064e-10,8000,-2777.2,-4304.7
4.6513e-07,1.4282e-07,2.048e-07,8000,-2937.1,-3500.8
6.5926e-07,5.3788e-07,1.8452e-07,8000,-2803.8,-3220.6
4.6513e-07,1.4282e-07,2.048e-07,8000,-2937.1,-3500.8
4.6513e-07,1.4282e-07,2.048e-07,8000,-2937.1,-3500.8
6.5926e-07,5.3788e-07,1.8452e-07,8000,-2803.8,-3220.6
6.5926e-07,5.3788e-07,1.8452e-07,8000,-2803.8,-3220.6
6.1648e-08,-1.7604e-07,3.2991e-09,8000,-1653.8,-3791.8
6.1648e-08,-1.7604e-07,3.2991e-09,8000,-1653.8,-3791.8
6.1648e-08,-1.7604e-07,3.2991e-09,8000,-1653.8,-3791.8
2.3999e-07,-2.4636e-07,9.8853e-09,8000,-1853.6,-3250.1
2.3999e-07,-2.4636e-07,9.8853e-09,8000,-1853.6,-3250.1
2.3999e-07,-2.4636e-07,9.8853e-09,8000,-1853.6,-3250.1
3.7574e-07,-6.634e-08,-5.4064e-10,8000,-2777.2,-4304.7
3.7574e-07,-6.634e-08,-5.4064e-10,8000,-2777.2,-4304.7
3.7574e-07,-6.634e-08,-5.4064e-10,8000,-2777.2,-4304.7
2.8407e-06,-7.1187e-07,2.4519e-07,8000,-2560.9,-3773.3
2.8407e-06,-7.1187e-07,2.4519e-07,8000,-2560.9,-3773.3
2.8407e-06,-7.1187e-07,2.4519e-07,8000,-2560.9,-3773.3
2.3999e-07,-2.4636e-07,9.8853e-09,8000,-1853.6,-3250.1
1.6819e-07,-1.7593e-07,-2.0978e-08,8000,-1820.1,-3332.4
2.3999e-07,-2.4636e-07,9.8853e-09,8000,-1853.6,-3250.1
4.811e-07,1.2472e-07,-1.0321e-07,8000,-3062.1,-3743.6
4.811e-07,1.2472e-07,-1.0321e-07,8000,-3062.1,-3743.6
4.811e-07,1.2472e-07,-1.0321e-07,8000,-3062.1,-3743.6
4.6513e-07,1.4282e-07,2.048e-07,8000,-2937.1,-3500.8
4.6513e-07,1.4282e-07,2.048e-07,8000,-2937.1,-3500.8
1.1774e-06,4.8144e-07,5.2551e-08,8000,-2802.9,-3778
1.1774e-06,4.8144e-07,5.2551e-08,8000,-2802.9,-3778
4.6513e-07,1.4282e-07,2.048e-07,8000,-2937.1,-3500.8
1.1774e-06,4.8144e-07,5.2551e-08,8000,-2802.9,-3778
9.2745e-07,-1.5236e-07,2.0714e-07,8000,-1691.9,-2568.1
9.2745e-07,-1.5236e-07,2.0714e-07,8000,-1691.9,-2568.1
9.2745e-07,-1.5236e-07,2.0714e-07,8000,-1691.9,-2568.1
1.3673e-06,1.445e-07,-7.2926e-08,8000,-2666.3,-4053.3
2.8407e-06,-7.1187e-07,2.4519e-07,8000,-2560.9,-3773.3
1.3673e-06,1.445e-07,-7.2926e-08,8000,-2666.3,-4053.3
1.3673e-06,1.445e-07,-7.2926e-08,8000,-2666.3,-4053.3
2.8407e-06,-7.1187e-07,2.4519e-07,8000,-2560.9,-3773.3
2.8407e-06,-7.1187e-07,2.4519e-07,8000,-2560.9,-3773.3
-6.4804e-08,-3.8521e-08,1.4524e-07,8000,-1647.1,-4114.8
-6.4804e-08,-3.8521e-08,1.4524e-07,8000,-1647.1,-4114.8
-6.4804e-08,-3.8521e-08,1.4524e-07,8000,-1647.1,-4114.8
8.0229e-07,1.7162e-07,-1.6381e-07,8000,-2669.7,-2945.4
8.0229e-07,1.7162e-07,-1.6381e-07,8000,-2669.7,-2945.4
8.0229e-07,1.7162e-07,-1.6381e-07,8000,-2669.7,-2945.4
6.5926e-07,5.3788e-07,1.8452e-07,8000,-2803.8,-3220.6
6.5926e-07,5.3788e-07,1.8452e-07,8000,-2803.8,-3220.6
8.0229e-07,1.7162e-07,-1.6381e-07,8000,-2669.7,-2945.4
8.0229e-07,1.7162e-07,-1.6381e-07,8000,-2669.7,-2945.4
6.5926e-07,5.3788e-07,1.8452e-07,8000,-2803.8,-3220.6
8.0229e-07,1.7162e-07,-1.6381e-07,8000,-2669.7,-2945.4
9.5932e-07,1.4422e-07,3.0541e-07,8000,-2558.3,-4282
9.5932e-07,1.4422e-07,3.0541e-07,8000,-2558.3,-4282
9.5932e-07,1.4422e-07,3.0541e-07,8000,-2558.3,-4282
9.5932e-07,1.4422e-07,3.0541e-07,8000,-2558.3,-4282
9.5932e-07,1.4422e-07,3.0541e-07,8000,-2558.3,-4282
1.3673e-06,1.445e-07,-7.2926e-08,8000,-2666.3,-4053.3
