"Darcy velocity [m/s]:0","Darcy velocity [m/s]:1","Darcy velocity [m/s]:2","Points:0","Points:1","Points:2"
5.9054e-07,5.0988e-08,2.3295e-07,8000,-2558.3,-4282
5.9054e-07,5.0988e-08,2.3295e-07,8000,-2558.3,-4282
5.9054e-07,5.0988e-08,2.3295e-07,8000,-2558.3,-4282
1.0685e-07,5.1835e-08,-1.4538e-09,8000,-3185.7,-4895.1
7.9357e-08,2.8839e-08,1.2593e-08,8000,-3259.6,-5000
1.0352e-07,3.0169e-08,2.09e-08,8000,-3129.1,-5000
1.3089e-07,-2.2657e-07,5.3983e-08,8000,-1853.6,-3250.1
1.0387e-07,-1.8875e-07,4.7927e-08,8000,-1820.1,-3332.4
1.3089e-07,-2.2657e-07,5.3983e-08,8000,-1853.6,-3250.1
1.0685e-07,5.1835e-08,-1.4538e-09,8000,-3185.7,-4895.1
1.5604e-07,6.3724e-08,5.1396e-08,8000,-3064.4,-4721.6
1.1793e-07,6.9964e-09,2.5695e-08,8000,-3283.4,-4694.6
6.534e-07,3.6571e-07,-1.2928e-07,8000,-2803.8,-3220.6
6.534e-07,3.6571e-07,-1.2928e-07,8000,-2803.8,-3220.6
6.534e-07,3.6571e-07,-1.2928e-07,8000,-2803.8,-3220.6
4.6686e-07,3.0929e-07,4.2509e-08,8000,-3062.1,-3743.6
4.6686e-07,3.0929e-07,4.2509e-08,8000,-3062.1,-3743.6
4.6686e-07,3.0929e-07,4.2509e-08,8000,-3062.1,-3743.6
2.318e-07,1.1398e-07,9.1336e-08,8000,-2907.2,-4559.9
2.318e-07,1.1398e-07,9.1336e-08,8000,-2907.2,-4559.9
2.318e-07,1.1398e-07,9.1336e-08,8000,-2907.2,-4559.9
4.2043e-07,2.4431e-07,1.7167e-07,8000,-2777.2,-4304.7
4.2043e-07,2.4431e-07,1.7167e-07,8000,-2777.2,-4304.7
4.2043e-07,2.4431e-07,1.7167e-07,8000,-2777.2,-4304.7
5.9143e-07,4.5585e-07,2.8071e-08,8000,-2937.1,-3500.8
6.534e-07,3.6571e-07,-1.2928e-07,8000,-2803.8,-3220.6
5.9143e-07,4.5585e-07,2.8071e-08,8000,-2937.1,-3500.8
5.9143e-07,4.5585e-07,2.8071e-08,8000,-2937.1,-3500.8
6.534e-07,3.6571e-07,-1.2928e-07,8000,-2803.8,-3220.6
6.534e-07,3.6571e-07,-1.2928e-07,8000,-2803.8,-3220.6
5.841e-08,-1.1955e-07,-3.6531e-08,8000,-1653.8,-3791.8
5.841e-08,-1.1955e-07,-3.6531e-08,8000,-1653.8,-3791.8
5.841e-08,-1.1955e-07,-3.6531e-08,8000,-1653.8,-3791.8
1.3089e-07,-2.2657e-07,5.3983e-08,8000,-1853.6,-3250.1
1.3089e-07,-2.2657e-07,5.3983e-08,8000,-1853.6,-3250.1
1.3089e-07,-2.2657e-07,5.3983e-08,8000,-1853.6,-3250.1
4.2043e-07,2.4431e-07,1.7167e-07,8000,-2777.2,-4304.7
4.2043e-07,2.4431e-07,1.7167e-07,8000,-2777.2,-4304.7
4.2043e-07,2.4431e-07,1.7167e-07,8000,-2777.2,-4304.7
9.1317e-07,-2.0392e-07,1.5297e-07,8000,-2560.9,-3773.3
9.1317e-07,-2.0392e-07,1.5297e-07,8000,-2560.9,-3773.3
9.1317e-07,-2.0392e-07,1.5297e-07,8000,-2560.9,-3773.3
1.3089e-07,-2.2657e-07,5.3983e-08,8000,-1853.6,-3250.1
1.0387e-07,-1.8875e-07,4.7927e-08,8000,-1820.1,-3332.4
1.3089e-07,-2.2657e-07,5.3983e-08,8000,-1853.6,-3250.1
4.6686e-07,3.0929e-07,4.2509e-08,8000,-3062.1,-3743.6
4.6686e-07,3.0929e-07,4.2509e-08,8000,-3062.1,-3743.6
4.6686e-07,3.0929e-07,4.2509e-08,8000,-3062.1,-3743.6
5.9143e-07,4.5585e-07,2.8071e-08,8000,-2937.1,-3500.8
5.9143e-07,4.5585e-07,2.8071e-08,8000,-2937.1,-3500.8
8.2357e-07,3.8535e-07,1.3681e-07,8000,-2802.9,-3778
8.2357e-07,3.8535e-07,1.3681e-07,8000,-2802.9,-3778
5.9143e-07,4.5585e-07,2.8071e-08,8000,-2937.1,-3500.8
8.2357e-07,3.8535e-07,1.3681e-07,8000,-2802.9,-3778
3.8853e-07,-1.7536e-07,1.0575e-07,8000,-1691.9,-2568.1
3.8853e-07,-1.7536e-07,1.0575e-07,8000,-1691.9,-2568.1
3.8853e-07,-1.7536e-07,1.0575e-07,8000,-1691.9,-2568.1
7.7162e-07,1.2626e-07,2.0015e-07,8000,-2666.3,-4053.3
9.1317e-07,-2.0392e-07,1.5297e-07,8000,-2560.9,-3773.3
