"Darcy velocity [m/s]:0","Darcy velocity [m/s]:1","Darcy velocity [m/s]:2","Points:0","Points:1","Points:2"
4.4509e-08,-1.8077e-08,1.5719e-08,8000,-2558.3,-4282
4.4509e-08,-1.8077e-08,1.5719e-08,8000,-2558.3,-4282
4.4509e-08,-1.8077e-08,1.5719e-08,8000,-2558.3,-4282
4.069e-08,-1.5498e-08,1.2812e-08,8000,-3185.7,-4895.1
4.1183e-08,-1.5281e-08,1.1475e-08,8000,-3259.6,-5000
4.1592e-08,-1.6937e-08,1.2396e-08,8000,-3129.1,-5000
4.1784e-08,-1.7876e-08,2.333e-08,8000,-1853.6,-3250.1
4.2535e-08,-1.8113e-08,2.2567e-08,8000,-1820.1,-3332.4
4.1784e-08,-1.7876e-08,2.333e-08,8000,-1853.6,-3250.1
4.069e-08,-1.5498e-08,1.2812e-08,8000,-3185.7,-4895.1
4.2017e-08,-1.7498e-08,1.3509e-08,8000,-3064.4,-4721.6
4.0097e-08,-1.6974e-08,1.3202e-08,8000,-3283.4,-4694.6
3.6988e-08,-1.4072e-08,1.8853e-08,8000,-2803.8,-3220.6
3.6988e-08,-1.4072e-08,1.8853e-08,8000,-2803.8,-3220.6
3.6988e-08,-1.4072e-08,1.8853e-08,8000,-2803.8,-3220.6
3.8208e-08,-1.4698e-08,1.6299e-08,8000,-3062.1,-3743.6
3.8208e-08,-1.4698e-08,1.6299e-08,8000,-3062.1,-3743.6
3.8208e-08,-1.4698e-08,1.6299e-08,8000,-3062.1,-3743.6
4.3402e-08,-1.7572e-08,1.4484e-08,8000,-2907.2,-4559.9
4.3402e-08,-1.7572e-08,1.4484e-08,8000,-2907.2,-4559.9
4.3402e-08,-1.7572e-08,1.4484e-08,8000,-2907.2,-4559.9
4.2398e-08,-1.6897e-08,1.6109e-08,8000,-2777.2,-4304.7
4.2398e-08,-1.6897e-08,1.6109e-08,8000,-2777.2,-4304.7
4.2398e-08,-1.6897e-08,1.6109e-08,8000,-2777.2,-4304.7
3.763e-08,-1.4351e-08,1.8863e-08,8000,-2937.1,-3500.8
3.6988e-08,-1.4072e-08,1.8853e-08,8000,-2803.8,-3220.6
3.763e-08,-1.4351e-08,1.8863e-08,8000,-2937.1,-3500.8
3.763e-08,-1.4351e-08,1.8863e-08,8000,-2937.1,-3500.8
3.6988e-08,-1.4072e-08,1.8853e-08,8000,-2803.8,-3220.6
3.6988e-08,-1.4072e-08,1.8853e-08,8000,-2803.8,-3220.6
4.7264e-08,-1.9649e-08,2.1468e-08,8000,-1653.8,-3791.8
4.7264e-08,-1.9649e-08,2.1468e-08,8000,-1653.8,-3791.8
4.7264e-08,-1.9649e-08,2.1468e-08,8000,-1653.8,-3791.8
4.1784e-08,-1.7876e-08,2.333e-08,8000,-1853.6,-3250.1
4.1784e-08,-1.7876e-08,2.333e-08,8000,-1853.6,-3250.1
4.1784e-08,-1.7876e-08,2.333e-08,8000,-1853.6,-3250.1
4.2398e-08,-1.6897e-08,1.6109e-08,8000,-2777.2,-4304.7
4.2398e-08,-1.6897e-08,1.6109e-08,8000,-2777.2,-4304.7
4.2398e-08,-1.6897e-08,1.6109e-08,8000,-2777.2,-4304.7
4.1959e-08,-1.6936e-08,1.8248e-08,8000,-2560.9,-3773.3
4.1959e-08,-1.6936e-08,1.8248e-08,8000,-2560.9,-3773.3
4.1959e-08,-1.6936e-08,1.8248e-08,8000,-2560.9,-3773.3
4.1784e-08,-1.7876e-08,2.333e-08,8000,-1853.6,-3250.1
4.2535e-08,-1.8113e-08,2.2567e-08,8000,-1820.1,-3332.4
4.1784e-08,-1.7876e-08,2.333e-08,8000,-1853.6,-3250.1
3.8208e-08,-1.4698e-08,1.6299e-08,8000,-3062.1,-3743.6
3.8208e-08,-1.4698e-08,1.6299e-08,8000,-3062.1,-3743.6
3.8208e-08,-1.4698e-08,1.6299e-08,8000,-3062.1,-3743.6
3.763e-08,-1.4351e-08,1.8863e-08,8000,-2937.1,-3500.8
3.763e-08,-1.4351e-08,1.8863e-08,8000,-2937.1,-3500.8
4.0272e-08,-1.6443e-08,1.7775e-08,8000,-2802.9,-3778
4.0272e-08,-1.6443e-08,1.7775e-08,8000,-2802.9,-3778
3.763e-08,-1.4351e-08,1.8863e-08,8000,-2937.1,-3500.8
4.0272e-08,-1.6443e-08,1.7775e-08,8000,-2802.9,-3778
3.5382e-08,-1.5572e-08,2.5138e-08,8000,-1691.9,-2568.1
3.5382e-08,-1.5572e-08,2.5138e-08,8000,-1691.9,-2568.1
3.5382e-08,-1.5572e-08,2.5138e-08,8000,-1691.9,-2568.1
4.2622e-08,-1.696e-08,1.7604e-08,8000,-2666.3,-4053.3
4.1959e-08,-1.6936e-08,1.8248e-08,8000,-2560.9,-3773.3
4.2622e-08,-1.696e-08,1.7604e-08,8000,-2666.3,-4053.3
4.2622e-08,-1.696e-08,1.7604e-08,8000,-2666.3,-4053.3
4.1959e-08,-1.6936e-08,1.8248e-08,8000,-2560.9,-3773.3
4.1959e-08,-1.6936e-08,1.8248e-08,8000,-2560.9,-3773.3
4.8428e-08,-1.9926e-08,1.8063e-08,8000,-1647.1,-4114.8
4.8428e-08,-1.9926e-08,1.8063e-08,8000,-1647.1,-4114.8
4.8428e-08,-1.9926e-08,1.8063e-08,8000,-1647.1,-4114.8
3.6219e-08,-1.4294e-08,2.1216e-08,8000,-2669.7,-2945.4
3.6219e-08,-1.4294e-08,2.1216e-08,8000,-2669.7,-2945.4
3.6219e-08,-1.4294e-08,2.1216e-08,8000,-2669.7,-2945.4
3.6988e-08,-1.4072e-08,1.8853e-08,8000,-2803.8,-3220.6
3.6988e-08,-1.4072e-08,1.8853e-08,8000,-2803.8,-3220.6
3.6219e-08,-1.4294e-08,2.1216e-08,8000,-2669.7,-2945.4
3.6219e-08,-1.4294e-08,2.1216e-08,8000,-2669.7,-2945.4
3.6988e-08,-1.4072e-08,1.8853e-08,8000,-2803.8,-3220.6
3.6219e-08,-1.4294e-08,2.1216e-08,8000,-2669.7,-2945.4
4.4509e-08,-1.8077e-08,1.5719e-08,8000,-2558.3,-4282
4.4509e-08,-1.8077e-08,1.5719e-08,8000,-2558.3,-4282
4.4509e-08,-1.8077e-08,1.5719e-08,8000,-2558.3,-4282
4.4509e-08,-1.8077e-08,1.5719e-08,8000,-2558.3,-4282
4.4509e-08,-1.8077e-08,1.5719e-08,8000,-2558.3,-4282
4.2622e-08,-1.696e-08,1.7604e-08,8000,-2666.3,-4053.3
4.2622e-08,-1.696e-08,1.7604e-08,8000,-2666.3,-4053.3
4.4509e-08,-1.8077e-08,1.5719e-08,8000,-2558.3,-4282
4.2622e-08,-1.696e-08,1.7604e-08,8000,-2666.3,-4053.3
4.1784e-08,-1.7876e-08,2.333e-08,8000,-1853.6,-3250.1
4.1784e-08,-1.7876e-08,2.333e-08,8000,-1853.6,-3250.1
4.1784e-08,-1.7876e-08,2.333e-08,8000,-1853.6,-3250.1
4.2622e-08,-1.696e-08,1.7604e-08,8000,-2666.3,-4053.3
4.2622e-08,-1.696e-08,1.7604e-08,8000,-2666.3,-4053.3
4.2622e-08,-1.696e-08,1.7604e-08,8000,-2666.3,-4053.3
4.0272e-08,-1.6443e-08,1.7775e-08,8000,-2802.9,-3778
4.0272e-08,-1.6443e-08,1.7775e-08,8000,-2802.9,-3778
4.0272e-08,-1.6443e-08,1.7775e-08,8000,-2802.9,-3778
4.2622e-08,-1.696e-08,1.7604e-08,8000,-2666.3,-4053.3
4.2622e-08,-1.696e-08,1.7604e-08,8000,-2666.3,-4053.3
4.0272e-08,-1.6443e-08,1.7775e-08,8000,-2802.9,-3778
4.0272e-08,-1.6443e-08,1.7775e-08,8000,-2802.9,-3778
4.2622e-08,-1.696e-08,1.7604e-08,8000,-2666.3,-4053.3
4.0272e-08,-1.6443e-08,1.7775e-08,8000,-2802.9,-3778
2.7976e-08,-1.0609e-08,1.9373e-08,8000,-3167.6,-2499.6
2.7976e-08,-1.0609e-08,1.9373e-08,8000,-3167.6,-2499.6
2.7976e-08,-1.0609e-08,1.9373e-08,8000,-3167.6,-2499.6
4.0097e-08,-1.6974e-08,1.3202e-08,8000,-3283.4,-4694.6
4.0097e-08,-1.6974e-08,1.3202e-08,8000,-3283.4,-4694.6
4.2017e-08,-1.7498e-08,1.3509e-08,8000,-3064.4,-4721.6
4.2017e-08,-1.7498e-08,1.3509e-08,8000,-3064.4,-4721.6
4.0097e-08,-1.6974e-08,1.3202e-08,8000,-3283.4,-4694.6
4.2017e-08,-1.7498e-08,1.3509e-08,8000,-3064.4,-4721.6
3.5382e-08,-1.5572e-08,2.5138e-08,8000,-1691.9,-2568.1
3.5382e-08,-1.5572e-08,2.5138e-08,8000,-1691.9,-2568.1
3.5382e-08,-1.5572e-08,2.5138e-08,8000,-1691.9,-2568.1
4.0097e-08,-1.6974e-08,1.3202e-08,8000,-3283.4,-4694.6
4.0097e-08,-1.6974e-08,1.3202e-08,8000,-3283.4,-4694.6
4.2017e-08,-1.7498e-08,1.3509e-08,8000,-3064.4,-4721.6
4.2017e-08,-1.7498e-08,1.3509e-08,8000,-3064.4,-4721.6
4.0097e-08,-1.6974e-08,1.3202e-08,8000,-3283.4,-4694.6
4.2017e-08,-1.7498e-08,1.3509e-08,8000,-3064.4,-4721.6
4.2398e-08,-1.6897e-08,1.6109e-08,8000,-2777.2,-4304.7
4.2398e-08,-1.6897e-08,1.6109e-08,8000,-2777.2,-4304.7
4.2398e-08,-1.6897e-08,1.6109e-08,8000,-2777.2,-4304.7
4.7264e-08,-1.9649e-08,2.1468e-08,8000,-1653.8,-3791.8
4.7264e-08,-1.9649e-08,2.1468e-08,8000,-1653.8,-3791.8
4.7264e-08,-1.9649e-08,2.1468e-08,8000,-1653.8,-3791.8
4.2398e-08,-1.6897e-08,1.6109e-08,8000,-2777.2,-4304.7
4.3402e-08,-1.7572e-08,1.4484e-08,8000,-2907.2,-4559.9
4.2398e-08,-1.6897e-08,1.6109e-08,8000,-2777.2,-4304.7
4.2398e-08,-1.6897e-08,1.6109e-08,8000,-2777.2,-4304.7
4.3402e-08,-1.7572e-08,1.4484e-08,8000,-2907.2,-4559.9
4.3402e-08,-1.7572e-08,1.4484e-08,8000,-2907.2,-4559.9
4.2398e-08,-1.6897e-08,1.6109e-08,8000,-2777.2,-4304.7
4.2398e-08,-1.6897e-08,1.6109e-08,8000,-2777.2,-4304.7
4.2125e-08,-1.6488e-08,1.4238e-08,8000,-3002.3,-4329
4.2125e-08,-1.6488e-08,1.4238e-08,8000,-3002.3,-4329
4.2398e-08,-1.6897e-08,1.6109e-08,8000,-2777.2,-4304.7
4.2125e-08,-1.6488e-08,1.4238e-08,8000,-3002.3,-4329
4.2398e-08,-1.6897e-08,1.6109e-08,8000,-2777.2,-4304.7
4.2125e-08,-1.6488e-08,1.4238e-08,8000,-3002.3,-4329
4.2398e-08,-1.6897e-08,1.6109e-08,8000,-2777.2,-4304.7
4.2398e-08,-1.6897e-08,1.6109e-08,8000,-2777.2,-4304.7
4.2125e-08,-1.6488e-08,1.4238e-08,8000,-3002.3,-4329
4.2125e-08,-1.6488e-08,1.4238e-08,8000,-3002.3,-4329
4.4509e-08,-1.8077e-08,1.5719e-08,8000,-2558.3,-4282
4.2398e-08,-1.6897e-08,1.6109e-08,8000,-2777.2,-4304.7
4.4509e-08,-1.8077e-08,1.5719e-08,8000,-2558.3,-4282
4.4509e-08,-1.8077e-08,1.5719e-08,8000,-2558.3,-4282
4.2398e-08,-1.6897e-08,1.6109e-08,8000,-2777.2,-4304.7
4.2398e-08,-1.6897e-08,1.6109e-08,8000,-2777.2,-4304.7
4.1959e-08,-1.6936e-08,1.8248e-08,8000,-2560.9,-3773.3
4.1959e-08,-1.6936e-08,1.8248e-08,8000,-2560.9,-3773.3
4.1959e-08,-1.6936e-08,1.8248e-08,8000,-2560.9,-3773.3
4.3402e-08,-1.7572e-08,1.4484e-08,8000,-2907.2,-4559.9
4.3402e-08,-1.7572e-08,1.4484e-08,8000,-2907.2,-4559.9
4.5307e-08,-1.8819e-08,1.5584e-08,8000,-2679.4,-4495.9
4.3402e-08,-1.7572e-08,1.4484e-08,8000,-2907.2,-4559.9
4.5307e-08,-1.8819e-08,1.5584e-08,8000,-2679.4,-4495.9
4.5307e-08,-1.8819e-08,1.5584e-08,8000,-2679.4,-4495.9
3.6219e-08,-1.4294e-08,2.1216e-08,8000,-2669.7,-2945.4
3.6219e-08,-1.4294e-08,2.1216e-08,8000,-2669.7,-2945.4
3.6219e-08,-1.4294e-08,2.1216e-08,8000,-2669.7,-2945.4
3.6988e-08,-1.4072e-08,1.8853e-08,8000,-2803.8,-3220.6
3.6988e-08,-1.4072e-08,1.8853e-08,8000,-2803.8,-3220.6
3.6988e-08,-1.4072e-08,1.8853e-08,8000,-2803.8,-3220.6
4.8428e-08,-1.9926e-08,1.8063e-08,8000,-1647.1,-4114.8
4.8428e-08,-1.9926e-08,1.8063e-08,8000,-1647.1,-4114.8
4.9895e-08,-1.8958e-08,1.6203e-08,8000,-1706.9,-4405.3
4.8428e-08,-1.9926e-08,1.8063e-08,8000,-1647.1,-4114.8
4.9895e-08,-1.8958e-08,1.6203e-08,8000,-1706.9,-4405.3
4.9895e-08,-1.8958e-08,1.6203e-08,8000,-1706.9,-4405.3
4.8428e-08,-1.9926e-08,1.8063e-08,8000,-1647.1,-4114.8
4.8929e-08,-1.9292e-08,1.7933e-08,8000,-1500,-4080.8
4.8428e-08,-1.9926e-08,1.8063e-08,8000,-1647.1,-4114.8
4.8428e-08,-1.9926e-08,1.8063e-08,8000,-1647.1,-4114.8
4.8929e-08,-1.9292e-08,1.7933e-08,8000,-1500,-4080.8
4.8929e-08,-1.9292e-08,1.7933e-08,8000,-1500,-4080.8
4.7264e-08,-1.9649e-08,2.1468e-08,8000,-1653.8,-3791.8
4.7264e-08,-1.9649e-08,2.1468e-08,8000,-1653.8,-3791.8
4.7264e-08,-1.9649e-08,2.1468e-08,8000,-1653.8,-3791.8
4.2622e-08,-1.696e-08,1.7604e-08,8000,-2666.3,-4053.3
4.2622e-08,-1.696e-08,1.7604e-08,8000,-2666.3,-4053.3
4.2622e-08,-1.696e-08,1.7604e-08,8000,-2666.3,-4053.3
4.8244e-08,-1.9858e-08,1.977e-08,8000,-1927.6,-3972.1
4.8244e-08,-1.9858e-08,1.977e-08,8000,-1927.6,-3972.1
4.8244e-08,-1.9858e-08,1.977e-08,8000,-1927.6,-3972.1
4.8808e-08,-2.0601e-08,1.666e-08,8000,-1874.6,-4229.7
4.8808e-08,-2.0601e-08,1.666e-08,8000,-1874.6,-4229.7
4.8808e-08,-2.0601e-08,1.666e-08,8000,-1874.6,-4229.7
4.3402e-08,-1.7572e-08,1.4484e-08,8000,-2907.2,-4559.9
4.3402e-08,-1.7572e-08,1.4484e-08,8000,-2907.2,-4559.9
4.3402e-08,-1.7572e-08,1.4484e-08,8000,-2907.2,-4559.9
3.6117e-08,-1.4258e-08,1.8585e-08,8000,-3062.1,-3257.3
3.6117e-08,-1.4258e-08,1.8585e-08,8000,-3062.1,-3257.3
3.6117e-08,-1.4258e-08,1.8585e-08,8000,-3062.1,-3257.3
4.8428e-08,-1.9926e-08,1.8063e-08,8000,-1647.1,-4114.8
4.8428e-08,-1.9926e-08,1.8063e-08,8000,-1647.1,-4114.8
4.8808e-08,-2.0601e-08,1.666e-08,8000,-1874.6,-4229.7
4.8428e-08,-1.9926e-08,1.8063e-08,8000,-1647.1,-4114.8
4.8808e-08,-2.0601e-08,1.666e-08,8000,-1874.6,-4229.7
4.8808e-08,-2.0601e-08,1.666e-08,8000,-1874.6,-4229.7
3.1103e-08,-1.2603e-08,2.4341e-08,8000,-2249.9,-2328
3.1103e-08,-1.2603e-08,2.4341e-08,8000,-2249.9,-2328
3.1103e-08,-1.2603e-08,2.4341e-08,8000,-2249.9,-2328
3.9349e-08,-1.6135e-08,2.5034e-08,8000,-1648.7,-2878.3
3.9349e-08,-1.6135e-08,2.5034e-08,8000,-1648.7,-2878.3
3.9349e-08,-1.6135e-08,2.5034e-08,8000,-1648.7,-2878.3
3.6117e-08,-1.4258e-08,1.8585e-08,8000,-3062.1,-3257.3
3.6117e-08,-1.4258e-08,1.8585e-08,8000,-3062.1,-3257.3
3.6988e-08,-1.4072e-08,1.8853e-08,8000,-2803.8,-3220.6
3.6988e-08,-1.4072e-08,1.8853e-08,8000,-2803.8,-3220.6
3.6117e-08,-1.4258e-08,1.8585e-08,8000,-3062.1,-3257.3
3.6988e-08,-1.4072e-08,1.8853e-08,8000,-2803.8,-3220.6
3.9349e-08,-1.6135e-08,2.5034e-08,8000,-1648.7,-2878.3
3.9349e-08,-1.6135e-08,2.5034e-08,8000,-1648.7,-2878.3
3.5382e-08,-1.5572e-08,2.5138e-08,8000,-1691.9,-2568.1
3.9349e-08,-1.6135e-08,2.5034e-08,8000,-1648.7,-2878.3
3.5382e-08,-1.5572e-08,2.5138e-08,8000,-1691.9,-2568.1
3.5382e-08,-1.5572e-08,2.5138e-08,8000,-1691.9,-2568.1
4.2017e-08,-1.7498e-08,1.3509e-08,8000,-3064.4,-4721.6
4.2017e-08,-1.7498e-08,1.3509e-08,8000,-3064.4,-4721.6
4.2017e-08,-1.7498e-08,1.3509e-08,8000,-3064.4,-4721.6
4.0272e-08,-1.6443e-08,1.7775e-08,8000,-2802.9,-3778
3.8208e-08,-1.4698e-08,1.6299e-08,8000,-3062.1,-3743.6
3.763e-08,-1.4351e-08,1.8863e-08,8000,-2937.1,-3500.8
4.2017e-08,-1.7498e-08,1.3509e-08,8000,-3064.4,-4721.6
4.2017e-08,-1.7498e-08,1.3509e-08,8000,-3064.4,-4721.6
4.2017e-08,-1.7498e-08,1.3509e-08,8000,-3064.4,-4721.6
4.2125e-08,-1.6488e-08,1.4238e-08,8000,-3002.3,-4329
4.2125e-08,-1.6488e-08,1.4238e-08,8000,-3002.3,-4329
4.2125e-08,-1.6488e-08,1.4238e-08,8000,-3002.3,-4329
3.4455e-08,-1.3429e-08,2.0105e-08,8000,-2937.4,-2952.7
3.4455e-08,-1.3429e-08,2.0105e-08,8000,-2937.4,-2952.7
3.6988e-08,-1.4072e-08,1.8853e-08,8000,-2803.8,-3220.6
3.6988e-08,-1.4072e-08,1.8853e-08,8000,-2803.8,-3220.6
3.4455e-08,-1.3429e-08,2.0105e-08,8000,-2937.4,-2952.7
3.6988e-08,-1.4072e-08,1.8853e-08,8000,-2803.8,-3220.6
4.5307e-08,-1.8819e-08,1.5584e-08,8000,-2679.4,-4495.9
4.3402e-08,-1.7572e-08,1.4484e-08,8000,-2907.2,-4559.9
4.2398e-08,-1.6897e-08,1.6109e-08,8000,-2777.2,-4304.7
4.5855e-08,-1.8706e-08,1.8569e-08,8000,-2384.3,-4041.9
4.4509e-08,-1.8077e-08,1.5719e-08,8000,-2558.3,-4282
4.5855e-08,-1.8706e-08,1.8569e-08,8000,-2384.3,-4041.9
4.5855e-08,-1.8706e-08,1.8569e-08,8000,-2384.3,-4041.9
4.4509e-08,-1.8077e-08,1.5719e-08,8000,-2558.3,-4282
4.4509e-08,-1.8077e-08,1.5719e-08,8000,-2558.3,-4282
4.2125e-08,-1.6488e-08,1.4238e-08,8000,-3002.3,-4329
4.2125e-08,-1.6488e-08,1.4238e-08,8000,-3002.3,-4329
4.2125e-08,-1.6488e-08,1.4238e-08,8000,-3002.3,-4329
4.2017e-08,-1.7498e-08,1.3509e-08,8000,-3064.4,-4721.6
4.3402e-08,-1.7572e-08,1.4484e-08,8000,-2907.2,-4559.9
4.2017e-08,-1.7498e-08,1.3509e-08,8000,-3064.4,-4721.6
4.2017e-08,-1.7498e-08,1.3509e-08,8000,-3064.4,-4721.6
4.3402e-08,-1.7572e-08,1.4484e-08,8000,-2907.2,-4559.9
4.3402e-08,-1.7572e-08,1.4484e-08,8000,-2907.2,-4559.9
4.8428e-08,-1.9926e-08,1.8063e-08,8000,-1647.1,-4114.8
4.8929e-08,-1.9292e-08,1.7933e-08,8000,-1500,-4080.8
4.8428e-08,-1.9926e-08,1.8063e-08,8000,-1647.1,-4114.8
4.8428e-08,-1.9926e-08,1.8063e-08,8000,-1647.1,-4114.8
4.8929e-08,-1.9292e-08,1.7933e-08,8000,-1500,-4080.8
4.8929e-08,-1.9292e-08,1.7933e-08,8000,-1500,-4080.8
4.0272e-08,-1.6443e-08,1.7775e-08,8000,-2802.9,-3778
4.0272e-08,-1.6443e-08,1.7775e-08,8000,-2802.9,-3778
3.8208e-08,-1.4698e-08,1.6299e-08,8000,-3062.1,-3743.6
3.8208e-08,-1.4698e-08,1.6299e-08,8000,-3062.1,-3743.6
4.0272e-08,-1.6443e-08,1.7775e-08,8000,-2802.9,-3778
3.8208e-08,-1.4698e-08,1.6299e-08,8000,-3062.1,-3743.6
4.3402e-08,-1.7572e-08,1.4484e-08,8000,-2907.2,-4559.9
4.2125e-08,-1.6488e-08,1.4238e-08,8000,-3002.3,-4329
4.2398e-08,-1.6897e-08,1.6109e-08,8000,-2777.2,-4304.7
3.5382e-08,-1.5572e-08,2.5138e-08,8000,-1691.9,-2568.1
3.3203e-08,-1.4306e-08,2.5126e-08,8000,-1763.5,-2303.2
3.5382e-08,-1.5572e-08,2.5138e-08,8000,-1691.9,-2568.1
3.5382e-08,-1.5572e-08,2.5138e-08,8000,-1691.9,-2568.1
3.3203e-08,-1.4306e-08,2.5126e-08,8000,-1763.5,-2303.2
3.3203e-08,-1.4306e-08,2.5126e-08,8000,-1763.5,-2303.2
2.7976e-08,-1.0609e-08,1.9373e-08,8000,-3167.6,-2499.6
2.7976e-08,-1.0609e-08,1.9373e-08,8000,-3167.6,-2499.6
2.7976e-08,-1.0609e-08,1.9373e-08,8000,-3167.6,-2499.6
4.8428e-08,-1.9926e-08,1.8063e-08,8000,-1647.1,-4114.8
4.8428e-08,-1.9926e-08,1.8063e-08,8000,-1647.1,-4114.8
4.8244e-08,-1.9858e-08,1.977e-08,8000,-1927.6,-3972.1
4.8428e-08,-1.9926e-08,1.8063e-08,8000,-1647.1,-4114.8
4.8244e-08,-1.9858e-08,1.977e-08,8000,-1927.6,-3972.1
4.8244e-08,-1.9858e-08,1.977e-08,8000,-1927.6,-3972.1
3.4455e-08,-1.3429e-08,2.0105e-08,8000,-2937.4,-2952.7
3.6219e-08,-1.4294e-08,2.1216e-08,8000,-2669.7,-2945.4
3.4455e-08,-1.3429e-08,2.0105e-08,8000,-2937.4,-2952.7
3.4455e-08,-1.3429e-08,2.0105e-08,8000,-2937.4,-2952.7
3.6219e-08,-1.4294e-08,2.1216e-08,8000,-2669.7,-2945.4
3.6219e-08,-1.4294e-08,2.1216e-08,8000,-2669.7,-2945.4
4.1959e-08,-1.6936e-08,1.8248e-08,8000,-2560.9,-3773.3
4.1959e-08,-1.6936e-08,1.8248e-08,8000,-2560.9,-3773.3
4.1959e-08,-1.6936e-08,1.8248e-08,8000,-2560.9,-3773.3
3.3636e-08,-1.4679e-08,2.4074e-08,8000,-1986.9,-2505.9
3.3636e-08,-1.4679e-08,2.4074e-08,8000,-1986.9,-2505.9
3.3636e-08,-1.4679e-08,2.4074e-08,8000,-1986.9,-2505.9
4.1959e-08,-1.6936e-08,1.8248e-08,8000,-2560.9,-3773.3
4.1959e-08,-1.6936e-08,1.8248e-08,8000,-2560.9,-3773.3
4.1959e-08,-1.6936e-08,1.8248e-08,8000,-2560.9,-3773.3
4.1484e-08,-1.6373e-08,1.7496e-08,8000,-2933.4,-4044.4
4.1484e-08,-1.6373e-08,1.7496e-08,8000,-2933.4,-4044.4
4.1484e-08,-1.6373e-08,1.7496e-08,8000,-2933.4,-4044.4
4.3759e-08,-1.8196e-08,2.3212e-08,8000,-1687.9,-3300.2
4.362e-08,-1.8001e-08,2.4298e-08,8000,-1655.2,-3201.9
4.1784e-08,-1.7876e-08,2.333e-08,8000,-1853.6,-3250.1
4.3759e-08,-1.8196e-08,2.3212e-08,8000,-1687.9,-3300.2
4.1784e-08,-1.7876e-08,2.333e-08,8000,-1853.6,-3250.1
4.2535e-08,-1.8113e-08,2.2567e-08,8000,-1820.1,-3332.4
3.763e-08,-1.4351e-08,1.8863e-08,8000,-2937.1,-3500.8
3.763e-08,-1.4351e-08,1.8863e-08,8000,-2937.1,-3500.8
3.6117e-08,-1.4258e-08,1.8585e-08,8000,-3062.1,-3257.3
3.6117e-08,-1.4258e-08,1.8585e-08,8000,-3062.1,-3257.3
3.763e-08,-1.4351e-08,1.8863e-08,8000,-2937.1,-3500.8
3.6117e-08,-1.4258e-08,1.8585e-08,8000,-3062.1,-3257.3
4.1484e-08,-1.6373e-08,1.7496e-08,8000,-2933.4,-4044.4
4.1484e-08,-1.6373e-08,1.7496e-08,8000,-2933.4,-4044.4
4.2622e-08,-1.696e-08,1.7604e-08,8000,-2666.3,-4053.3
4.2622e-08,-1.696e-08,1.7604e-08,8000,-2666.3,-4053.3
4.1484e-08,-1.6373e-08,1.7496e-08,8000,-2933.4,-4044.4
4.2622e-08,-1.696e-08,1.7604e-08,8000,-2666.3,-4053.3
3.6117e-08,-1.4258e-08,1.8585e-08,8000,-3062.1,-3257.3
3.6117e-08,-1.4258e-08,1.8585e-08,8000,-3062.1,-3257.3
3.6117e-08,-1.4258e-08,1.8585e-08,8000,-3062.1,-3257.3
3.4455e-08,-1.3429e-08,2.0105e-08,8000,-2937.4,-2952.7
3.4455e-08,-1.3429e-08,2.0105e-08,8000,-2937.4,-2952.7
3.4455e-08,-1.3429e-08,2.0105e-08,8000,-2937.4,-2952.7
4.2017e-08,-1.7498e-08,1.3509e-08,8000,-3064.4,-4721.6
4.2017e-08,-1.7498e-08,1.3509e-08,8000,-3064.4,-4721.6
4.2017e-08,-1.7498e-08,1.3509e-08,8000,-3064.4,-4721.6
