"Darcy velocity [m/s]:0","Darcy velocity [m/s]:1","Darcy velocity [m/s]:2","Points:0","Points:1","Points:2"
9.5844e-07,1.4678e-07,3.0485e-07,8000,-2558.3,-4282
9.5844e-07,1.4678e-07,3.0485e-07,8000,-2558.3,-4282
9.5844e-07,1.4678e-07,3.0485e-07,8000,-2558.3,-4282
1.1487e-07,5.37e-08,-5.8331e-09,8000,-3185.7,-4895.1
7.8515e-08,4.263e-08,-3.1304e-09,8000,-3259.6,-5000
1.0441e-07,2.6842e-08,9.6233e-09,8000,-3129.1,-5000
2.3921e-07,-2.4313e-07,1.1584e-08,8000,-1853.6,-3250.1
1.683e-07,-1.7429e-07,-1.8226e-08,8000,-1820.1,-3332.4
2.3921e-07,-2.4313e-07,1.1584e-08,8000,-1853.6,-3250.1
1.1487e-07,5.37e-08,-5.8331e-09,8000,-3185.7,-4895.1
1.4964e-07,1.4675e-08,2.5184e-08,8000,-3064.4,-4721.6
1.2434e-07,3.9135e-08,3.5372e-08,8000,-3283.4,-4694.6
6.6145e-07,5.4058e-07,1.8287e-07,8000,-2803.8,-3220.6
6.6145e-07,5.4058e-07,1.8287e-07,8000,-2803.8,-3220.6
6.6145e-07,5.4058e-07,1.8287e-07,8000,-2803.8,-3220.6
4.7853e-07,1.1978e-07,-1.036e-07,8000,-3062.1,-3743.6
4.7853e-07,1.1978e-07,-1.036e-07,8000,-3062.1,-3743.6
4.7853e-07,1.1978e-07,-1.036e-07,8000,-3062.1,-3743.6
2.4217e-07,1.5181e-07,7.1133e-08,8000,-2907.2,-4559.9
2.4217e-07,1.5181e-07,7.1133e-08,8000,-2907.2,-4559.9
2.4217e-07,1.5181e-07,7.1133e-08,8000,-2907.2,-4559.9
3.7436e-07,-6.6165e-08,-8.8258e-10,8000,-2777.2,-4304.7
3.7436e-07,-6.6165e-08,-8.8258e-10,8000,-2777.2,-4304.7
3.7436e-07,-6.6165e-08,-8.8258e-10,8000,-2777.2,-4304.7
4.6646e-07,1.4117e-07,2.0293e-07,8000,-2937.1,-3500.8
6.6145e-07,5.4058e-07,1.8287e-07,8000,-2803.8,-3220.6
4.6646e-07,1.4117e-07,2.0293e-07,8000,-2937.1,-3500.8
4.6646e-07,1.4117e-07,2.0293e-07,8000,-2937.1,-3500.8
6.6145e-07,5.4058e-07,1.8287e-07,8000,-2803.8,-3220.6
6.6145e-07,5.4058e-07,1.8287e-07,8000,-2803.8,-3220.6
6.2523e-08,-1.7437e-07,1.0299e-09,8000,-1653.8,-3791.8
6.2523e-08,-1.7437e-07,1.0299e-09,8000,-1653.8,-3791.8
6.2523e-08,-1.7437e-07,1.0299e-09,8000,-1653.8,-3791.8
2.3921e-07,-2.4313e-07,1.1584e-08,8000,-1853.6,-3250.1
2.3921e-07,-2.4313e-07,1.1584e-08,8000,-1853.6,-3250.1
2.3921e-07,-2.4313e-07,1.1584e-08,8000,-1853.6,-3250.1
3.7436e-07,-6.6165e-08,-8.8258e-10,8000,-2777.2,-4304.7
3.7436e-07,-6.6165e-08,-8.8258e-10,8000,-2777.2,-4304.7
3.7436e-07,-6.6165e-08,-8.8258e-10,8000,-2777.2,-4304.7
2.8286e-06,-7.1582e-07,2.4346e-07,8000,-2560.9,-3773.3
2.8286e-06,-7.1582e-07,2.4346e-07,8000,-2560.9,-3773.3
2.8286e-06,-7.1582e-07,2.4346e-07,8000,-2560.9,-3773.3
2.3921e-07,-2.4313e-07,1.1584e-08,8000,-1853.6,-3250.1
1.683e-07,-1.7429e-07,-1.8226e-08,8000,-1820.1,-3332.4
2.3921e-07,-2.4313e-07,1.1584e-08,8000,-1853.6,-3250.1
4.7853e-07,1.1978e-07,-1.036e-07,8000,-3062.1,-3743.6
4.7853e-07,1.1978e-07,-1.036e-07,8000,-3062.1,-3743.6
4.7853e-07,1.1978e-07,-1.036e-07,8000,-3062.1,-3743.6
4.6646e-07,1.4117e-07,2.0293e-07,8000,-2937.1,-3500.8
4.6646e-07,1.4117e-07,2.0293e-07,8000,-2937.1,-3500.8
1.1798e-06,4.9029e-07,5.3888e-08,8000,-2802.9,-3778
1.1798e-06,4.9029e-07,5.3888e-08,8000,-2802.9,-3778
4.6646e-07,1.4117e-07,2.0293e-07,8000,-2937.1,-3500.8
1.1798e-06,4.9029e-07,5.3888e-08,8000,-2802.9,-3778
9.2456e-07,-1.5446e-07,2.066e-07,8000,-1691.9,-2568.1
9.2456e-07,-1.5446e-07,2.066e-07,8000,-1691.9,-2568.1
9.2456e-07,-1.5446e-07,2.066e-07,8000,-1691.9,-2568.1
1.3669e-06,1.4737e-07,-6.6254e-08,8000,-2666.3,-4053.3
2.8286e-06,-7.1582e-07,2.4346e-07,8000,-2560.9,-3773.3
1.3669e-06,1.4737e-07,-6.6254e-08,8000,-2666.3,-4053.3
1.3669e-06,1.4737e-07,-6.6254e-08,8000,-2666.3,-4053.3
2.8286e-06,-7.1582e-07,2.4346e-07,8000,-2560.9,-3773.3
2.8286e-06,-7.1582e-07,2.4346e-07,8000,-2560.9,-3773.3
-6.6844e-08,-3.6049e-08,1.4494e-07,8000,-1647.1,-4114.8
-6.6844e-08,-3.6049e-08,1.4494e-07,8000,-1647.1,-4114.8
-6.6844e-08,-3.6049e-08,1.4494e-07,8000,-1647.1,-4114.8
8.0078e-07,1.7105e-07,-1.6262e-07,8000,-2669.7,-2945.4
8.0078e-07,1.7105e-07,-1.6262e-07,8000,-2669.7,-2945.4
8.0078e-07,1.7105e-07,-1.6262e-07,8000,-2669.7,-2945.4
6.6145e-07,5.4058e-07,1.8287e-07,8000,-2803.8,-3220.6
6.6145e-07,5.4058e-07,1.8287e-07,8000,-2803.8,-3220.6
8.0078e-07,1.7105e-07,-1.6262e-07,8000,-2669.7,-2945.4
8.0078e-07,1.7105e-07,-1.6262e-07,8000,-2669.7,-2945.4
6.6145e-07,5.4058e-07,1.8287e-07,8000,-2803.8,-3220.6
8.0078e-07,1.7105e-07,-1.6262e-07,8000,-2669.7,-2945.4
9.5844e-07,1.4678e-07,3.0485e-07,8000,-2558.3,-4282
9.5844e-07,1.4678e-07,3.0485e-07,8000,-2558.3,-4282
9.5844e-07,1.4678e-07,3.0485e-07,8000,-2558.3,-4282
9.5844e-07,1.4678e-07,3.0485e-07,8000,-2558.3,-4282
9.5844e-07,1.4678e-07,3.0485e-07,8000,-2558.3,-4282
1.3669e-06,1.4737e-07,-6.6254e-08,8000,-2666.3,-4053.3
1.3669e-06,1.4737e-07,-6.6254e-08,8000,-2666.3,-4053.3
9.5844e-07,1.4678e-07,3.0485e-07,8000,-2558.3,-4282
1.3669e-06,1.4737e-07,-6.6254e-08,8000,-2666.3,-4053.3
2.3921e-07,-2.4313e-07,1.1584e-08,8000,-1853.6,-3250.1
2.3921e-07,-2.4313e-07,1.1584e-08,8000,-1853.6,-3250.1
2.3921e-07,-2.4313e-07,1.1584e-08,8000,-1853.6,-3250.1
1.3669e-06,1.4737e-07,-6.6254e-08,8000,-2666.3,-4053.3
1.3669e-06,1.4737e-07,-6.6254e-08,8000,-2666.3,-4053.3
1.3669e-06,1.4737e-07,-6.6254e-08,8000,-2666.3,-4053.3
1.1798e-06,4.9029e-07,5.3888e-08,8000,-2802.9,-3778
1.1798e-06,4.9029e-07,5.3888e-08,8000,-2802.9,-3778
1.1798e-06,4.9029e-07,5.3888e-08,8000,-2802.9,-3778
1.3669e-06,1.4737e-07,-6.6254e-08,8000,-2666.3,-4053.3
1.3669e-06,1.4737e-07,-6.6254e-08,8000,-2666.3,-4053.3
1.1798e-06,4.9029e-07,5.3888e-08,8000,-2802.9,-3778
1.1798e-06,4.9029e-07,5.3888e-08,8000,-2802.9,-3778
1.3669e-06,1.4737e-07,-6.6254e-08,8000,-2666.3,-4053.3
1.1798e-06,4.9029e-07,5.3888e-08,8000,-2802.9,-3778
2.1992e-07,1.164e-07,2.3961e-08,8000,-3167.6,-2499.6
2.1992e-07,1.164e-07,2.3961e-08,8000,-3167.6,-2499.6
2.1992e-07,1.164e-07,2.3961e-08,8000,-3167.6,-2499.6
1.2434e-07,3.9135e-08,3.5372e-08,8000,-3283.4,-4694.6
1.2434e-07,3.9135e-08,3.5372e-08,8000,-3283.4,-4694.6
1.4964e-07,1.4675e-08,2.5184e-08,8000,-3064.4,-4721.6
1.4964e-07,1.4675e-08,2.5184e-08,8000,-3064.4,-4721.6
1.2434e-07,3.9135e-08,3.5372e-08,8000,-3283.4,-4694.6
1.4964e-07,1.4675e-08,2.5184e-08,8000,-3064.4,-4721.6
9.2456e-07,-1.5446e-07,2.066e-07,8000,-1691.9,-2568.1
9.2456e-07,-1.5446e-07,2.066e-07,8000,-1691.9,-2568.1
9.2456e-07,-1.5446e-07,2.066e-07,8000,-1691.9,-2568.1
1.2434e-07,3.9135e-08,3.5372e-08,8000,-3283.4,-4694.6
1.2434e-07,3.9135e-08,3.5372e-08,8000,-3283.4,-4694.6
1.4964e-07,1.4675e-08,2.5184e-08,8000,-3064.4,-4721.6
1.4964e-07,1.4675e-08,2.5184e-08,8000,-3064.4,-4721.6
1.2434e-07,3.9135e-08,3.5372e-08,8000,-3283.4,-4694.6
1.4964e-07,1.4675e-08,2.5184e-08,8000,-3064.4,-4721.6
3.7436e-07,-6.6165e-08,-8.8258e-10,8000,-2777.2,-4304.7
3.7436e-07,-6.6165e-08,-8.8258e-10,8000,-2777.2,-4304.7
3.7436e-07,-6.6165e-08,-8.8258e-10,8000,-2777.2,-4304.7
6.2523e-08,-1.7437e-07,1.0299e-09,8000,-1653.8,-3791.8
6.2523e-08,-1.7437e-07,1.0299e-09,8000,-1653.8,-3791.8
6.2523e-08,-1.7437e-07,1.0299e-09,8000,-1653.8,-3791.8
3.7436e-07,-6.6165e-08,-8.8258e-10,8000,-2777.2,-4304.7
2.4217e-07,1.5181e-07,7.1133e-08,8000,-2907.2,-4559.9
3.7436e-07,-6.6165e-08,-8.8258e-10,8000,-2777.2,-4304.7
3.7436e-07,-6.6165e-08,-8.8258e-10,8000,-2777.2,-4304.7
2.4217e-07,1.5181e-07,7.1133e-08,8000,-2907.2,-4559.9
2.4217e-07,1.5181e-07,7.1133e-08,8000,-2907.2,-4559.9
3.7436e-07,-6.6165e-08,-8.8258e-10,8000,-2777.2,-4304.7
3.7436e-07,-6.6165e-08,-8.8258e-10,8000,-2777.2,-4304.7
3.0438e-07,2.1274e-07,1.1034e-07,8000,-3002.3,-4329
3.0438e-07,2.1274e-07,1.1034e-07,8000,-3002.3,-4329
3.7436e-07,-6.6165e-08,-8.8258e-10,8000,-2777.2,-4304.7
3.0438e-07,2.1274e-07,1.1034e-07,8000,-3002.3,-4329
3.7436e-07,-6.6165e-08,-8.8258e-10,8000,-2777.2,-4304.7
3.0438e-07,2.1274e-07,1.1034e-07,8000,-3002.3,-4329
3.7436e-07,-6.6165e-08,-8.8258e-10,8000,-2777.2,-4304.7
3.7436e-07,-6.6165e-08,-8.8258e-10,8000,-2777.2,-4304.7
3.0438e-07,2.1274e-07,1.1034e-07,8000,-3002.3,-4329
3.0438e-07,2.1274e-07,1.1034e-07,8000,-3002.3,-4329
9.5844e-07,1.4678e-07,3.0485e-07,8000,-2558.3,-4282
3.7436e-07,-6.6165e-08,-8.8258e-10,8000,-2777.2,-4304.7
9.5844e-07,1.4678e-07,3.0485e-07,8000,-2558.3,-4282
9.5844e-07,1.4678e-07,3.0485e-07,8000,-2558.3,-4282
3.7436e-07,-6.6165e-08,-8.8258e-10,8000,-2777.2,-4304.7
3.7436e-07,-6.6165e-08,-8.8258e-10,8000,-2777.2,-4304.7
2.8286e-06,-7.1582e-07,2.4346e-07,8000,-2560.9,-3773.3
2.8286e-06,-7.1582e-07,2.4346e-07,8000,-2560.9,-3773.3
2.8286e-06,-7.1582e-07,2.4346e-07,8000,-2560.9,-3773.3
2.4217e-07,1.5181e-07,7.1133e-08,8000,-2907.2,-4559.9
2.4217e-07,1.5181e-07,7.1133e-08,8000,-2907.2,-4559.9
4.3362e-07,3.4116e-08,4.8093e-08,8000,-2679.4,-4495.9
2.4217e-07,1.5181e-07,7.1133e-08,8000,-2907.2,-4559.9
4.3362e-07,3.4116e-08,4.8093e-08,8000,-2679.4,-4495.9
4.3362e-07,3.4116e-08,4.8093e-08,8000,-2679.4,-4495.9
8.0078e-07,1.7105e-07,-1.6262e-07,8000,-2669.7,-2945.4
8.0078e-07,1.7105e-07,-1.6262e-07,8000,-2669.7,-2945.4
8.0078e-07,1.7105e-07,-1.6262e-07,8000,-2669.7,-2945.4
6.6145e-07,5.4058e-07,1.8287e-07,8000,-2803.8,-3220.6
6.6145e-07,5.4058e-07,1.8287e-07,8000,-2803.8,-3220.6
6.6145e-07,5.4058e-07,1.8287e-07,8000,-2803.8,-3220.6
-6.6844e-08,-3.6049e-08,1.4494e-07,8000,-1647.1,-4114.8
-6.6844e-08,-3.6049e-08,1.4494e-07,8000,-1647.1,-4114.8
2.4033e-07,-1.9749e-07,9.0944e-08,8000,-1706.9,-4405.3
-6.6844e-08,-3.6049e-08,1.4494e-07,8000,-1647.1,-4114.8
2.4033e-07,-1.9749e-07,9.0944e-08,8000,-1706.9,-4405.3
2.4033e-07,-1.9749e-07,9.0944e-08,8000,-1706.9,-4405.3
-6.6844e-08,-3.6049e-08,1.4494e-07,8000,-1647.1,-4114.8
-3.2477e-09,-8.4518e-08,1.1391e-08,8000,-1500,-4080.8
-6.6844e-08,-3.6049e-08,1.4494e-07,8000,-1647.1,-4114.8
-6.6844e-08,-3.6049e-08,1.4494e-07,8000,-1647.1,-4114.8
-3.2477e-09,-8.4518e-08,1.1391e-08,8000,-1500,-4080.8
-3.2477e-09,-8.4518e-08,1.1391e-08,8000,-1500,-4080.8
6.2523e-08,-1.7437e-07,1.0299e-09,8000,-1653.8,-3791.8
6.2523e-08,-1.7437e-07,1.0299e-09,8000,-1653.8,-3791.8
6.2523e-08,-1.7437e-07,1.0299e-09,8000,-1653.8,-3791.8
1.3669e-06,1.4737e-07,-6.6254e-08,8000,-2666.3,-4053.3
1.3669e-06,1.4737e-07,-6.6254e-08,8000,-2666.3,-4053.3
1.3669e-06,1.4737e-07,-6.6254e-08,8000,-2666.3,-4053.3
3.9637e-07,-2.0946e-07,-2.411e-07,8000,-1927.6,-3972.1
3.9637e-07,-2.0946e-07,-2.411e-07,8000,-1927.6,-3972.1
3.9637e-07,-2.0946e-07,-2.411e-07,8000,-1927.6,-3972.1
2.116e-07,7.4683e-08,6.3955e-08,8000,-1874.6,-4229.7
2.116e-07,7.4683e-08,6.3955e-08,8000,-1874.6,-4229.7
2.116e-07,7.4683e-08,6.3955e-08,8000,-1874.6,-4229.7
2.4217e-07,1.5181e-07,7.1133e-08,8000,-2907.2,-4559.9
2.4217e-07,1.5181e-07,7.1133e-08,8000,-2907.2,-4559.9
2.4217e-07,1.5181e-07,7.1133e-08,8000,-2907.2,-4559.9
5.781e-07,1.6513e-07,-1.0212e-07,8000,-3062.1,-3257.3
5.781e-07,1.6513e-07,-1.0212e-07,8000,-3062.1,-3257.3
5.781e-07,1.6513e-07,-1.0212e-07,8000,-3062.1,-3257.3
-6.6844e-08,-3.6049e-08,1.4494e-07,8000,-1647.1,-4114.8
-6.6844e-08,-3.6049e-08,1.4494e-07,8000,-1647.1,-4114.8
2.116e-07,7.4683e-08,6.3955e-08,8000,-1874.6,-4229.7
-6.6844e-08,-3.6049e-08,1.4494e-07,8000,-1647.1,-4114.8
2.116e-07,7.4683e-08,6.3955e-08,8000,-1874.6,-4229.7
2.116e-07,7.4683e-08,6.3955e-08,8000,-1874.6,-4229.7
7.5012e-08,-1.1121e-07,-8.703e-08,8000,-2249.9,-2328
7.5012e-08,-1.1121e-07,-8.703e-08,8000,-2249.9,-2328
7.5012e-08,-1.1121e-07,-8.703e-08,8000,-2249.9,-2328
-2.1516e-07,-1.1008e-07,-2.986e-07,8000,-1648.7,-2878.3
-2.1516e-07,-1.1008e-07,-2.986e-07,8000,-1648.7,-2878.3
-2.1516e-07,-1.1008e-07,-2.986e-07,8000,-1648.7,-2878.3
5.781e-07,1.6513e-07,-1.0212e-07,8000,-3062.1,-3257.3
5.781e-07,1.6513e-07,-1.0212e-07,8000,-3062.1,-3257.3
6.6145e-07,5.4058e-07,1.8287e-07,8000,-2803.8,-3220.6
6.6145e-07,5.4058e-07,1.8287e-07,8000,-2803.8,-3220.6
5.781e-07,1.6513e-07,-1.0212e-07,8000,-3062.1,-3257.3
6.6145e-07,5.4058e-07,1.8287e-07,8000,-2803.8,-3220.6
-2.1516e-07,-1.1008e-07,-2.986e-07,8000,-1648.7,-2878.3
-2.1516e-07,-1.1008e-07,-2.986e-07,8000,-1648.7,-2878.3
9.2456e-07,-1.5446e-07,2.066e-07,8000,-1691.9,-2568.1
-2.1516e-07,-1.1008e-07,-2.986e-07,8000,-1648.7,-2878.3
9.2456e-07,-1.5446e-07,2.066e-07,8000,-1691.9,-2568.1
9.2456e-07,-1.5446e-07,2.066e-07,8000,-1691.9,-2568.1
1.4964e-07,1.4675e-08,2.5184e-08,8000,-3064.4,-4721.6
1.4964e-07,1.4675e-08,2.5184e-08,8000,-3064.4,-4721.6
1.4964e-07,1.4675e-08,2.5184e-08,8000,-3064.4,-4721.6
1.1798e-06,4.9029e-07,5.3888e-08,8000,-2802.9,-3778
4.7853e-07,1.1978e-07,-1.036e-07,8000,-3062.1,-3743.6
4.6646e-07,1.4117e-07,2.0293e-07,8000,-2937.1,-3500.8
1.4964e-07,1.4675e-08,2.5184e-08,8000,-3064.4,-4721.6
1.4964e-07,1.4675e-08,2.5184e-08,8000,-3064.4,-4721.6
1.4964e-07,1.4675e-08,2.5184e-08,8000,-3064.4,-4721.6
3.0438e-07,2.1274e-07,1.1034e-07,8000,-3002.3,-4329
3.0438e-07,2.1274e-07,1.1034e-07,8000,-3002.3,-4329
3.0438e-07,2.1274e-07,1.1034e-07,8000,-3002.3,-4329
5.3348e-07,6.2524e-09,1.3195e-07,8000,-2937.4,-2952.7
