"Darcy velocity [m/s]:0","Darcy velocity [m/s]:1","Darcy velocity [m/s]:2","Points:0","Points:1","Points:2"
9.5895e-07,1.4431e-07,3.0543e-07,8000,-2558.3,-4282
9.5895e-07,1.4431e-07,3.0543e-07,8000,-2558.3,-4282
9.5895e-07,1.4431e-07,3.0543e-07,8000,-2558.3,-4282
1.1488e-07,5.4126e-08,-5.7193e-09,8000,-3185.7,-4895.1
7.8615e-08,4.3099e-08,-3.2463e-09,8000,-3259.6,-5000
1.0436e-07,2.703e-08,9.6379e-09,8000,-3129.1,-5000
2.4e-07,-2.4569e-07,9.9845e-09,8000,-1853.6,-3250.1
1.6838e-07,-1.7552e-07,-2.0679e-08,8000,-1820.1,-3332.4
2.4e-07,-2.4569e-07,9.9845e-09,8000,-1853.6,-3250.1
1.1488e-07,5.4126e-08,-5.7193e-09,8000,-3185.7,-4895.1
1.4937e-07,1.4196e-08,2.5448e-08,8000,-3064.4,-4721.6
1.2443e-07,4.0102e-08,3.6051e-08,8000,-3283.4,-4694.6
6.5886e-07,5.3799e-07,1.8508e-07,8000,-2803.8,-3220.6
6.5886e-07,5.3799e-07,1.8508e-07,8000,-2803.8,-3220.6
6.5886e-07,5.3799e-07,1.8508e-07,8000,-2803.8,-3220.6
4.8022e-07,1.2368e-07,-1.0318e-07,8000,-3062.1,-3743.6
4.8022e-07,1.2368e-07,-1.0318e-07,8000,-3062.1,-3743.6
4.8022e-07,1.2368e-07,-1.0318e-07,8000,-3062.1,-3743.6
2.4256e-07,1.5311e-07,7.2042e-08,8000,-2907.2,-4559.9
2.4256e-07,1.5311e-07,7.2042e-08,8000,-2907.2,-4559.9
2.4256e-07,1.5311e-07,7.2042e-08,8000,-2907.2,-4559.9
3.7525e-07,-6.665e-08,-7.1245e-10,8000,-2777.2,-4304.7
3.7525e-07,-6.665e-08,-7.1245e-10,8000,-2777.2,-4304.7
3.7525e-07,-6.665e-08,-7.1245e-10,8000,-2777.2,-4304.7
4.6467e-07,1.4167e-07,2.044e-07,8000,-2937.1,-3500.8
6.5886e-07,5.3799e-07,1.8508e-07,8000,-2803.8,-3220.6
4.6467e-07,1.4167e-07,2.044e-07,8000,-2937.1,-3500.8
4.6467e-07,1.4167e-07,2.044e-07,8000,-2937.1,-3500.8
6.5886e-07,5.3799e-07,1.8508e-07,8000,-2803.8,-3220.6
6.5886e-07,5.3799e-07,1.8508e-07,8000,-2803.8,-3220.6
6.1996e-08,-1.7572e-07,3.0248e-09,8000,-1653.8,-3791.8
6.1996e-08,-1.7572e-07,3.0248e-09,8000,-1653.8,-3791.8
6.1996e-08,-1.7572e-07,3.0248e-09,8000,-1653.8,-3791.8
2.4e-07,-2.4569e-07,9.9845e-09,8000,-1853.6,-3250.1
2.4e-07,-2.4569e-07,9.9845e-09,8000,-1853.6,-3250.1
2.4e-07,-2.4569e-07,9.9845e-09,8000,-1853.6,-3250.1
3.7525e-07,-6.665e-08,-7.1245e-10,8000,-2777.2,-4304.7
3.7525e-07,-6.665e-08,-7.1245e-10,8000,-2777.2,-4304.7
3.7525e-07,-6.665e-08,-7.1245e-10,8000,-2777.2,-4304.7
2.8393e-06,-7.1286e-07,2.45e-07,8000,-2560.9,-3773.3
2.8393e-06,-7.1286e-07,2.45e-07,8000,-2560.9,-3773.3
2.8393e-06,-7.1286e-07,2.45e-07,8000,-2560.9,-3773.3
2.4e-07,-2.4569e-07,9.9845e-09,8000,-1853.6,-3250.1
1.6838e-07,-1.7552e-07,-2.0679e-08,8000,-1820.1,-3332.4
2.4e-07,-2.4569e-07,9.9845e-09,8000,-1853.6,-3250.1
4.8022e-07,1.2368e-07,-1.0318e-07,8000,-3062.1,-3743.6
4.8022e-07,1.2368e-07,-1.0318e-07,8000,-3062.1,-3743.6
4.8022e-07,1.2368e-07,-1.0318e-07,8000,-3062.1,-3743.6
4.6467e-07,1.4167e-07,2.044e-07,8000,-2937.1,-3500.8
4.6467e-07,1.4167e-07,2.044e-07,8000,-2937.1,-3500.8
1.1774e-06,4.8249e-07,5.2662e-08,8000,-2802.9,-3778
1.1774e-06,4.8249e-07,5.2662e-08,8000,-2802.9,-3778
4.6467e-07,1.4167e-07,2.044e-07,8000,-2937.1,-3500.8
1.1774e-06,4.8249e-07,5.2662e-08,8000,-2802.9,-3778
9.2728e-07,-1.526e-07,2.0689e-07,8000,-1691.9,-2568.1
9.2728e-07,-1.526e-07,2.0689e-07,8000,-1691.9,-2568.1
9.2728e-07,-1.526e-07,2.0689e-07,8000,-1691.9,-2568.1
1.3669e-06,1.4466e-07,-7.2616e-08,8000,-2666.3,-4053.3
2.8393e-06,-7.1286e-07,2.45e-07,8000,-2560.9,-3773.3
1.3669e-06,1.4466e-07,-7.2616e-08,8000,-2666.3,-4053.3
1.3669e-06,1.4466e-07,-7.2616e-08,8000,-2666.3,-4053.3
2.8393e-06,-7.1286e-07,2.45e-07,8000,-2560.9,-3773.3
2.8393e-06,-7.1286e-07,2.45e-07,8000,-2560.9,-3773.3
-6.5117e-08,-3.8076e-08,1.4542e-07,8000,-1647.1,-4114.8
-6.5117e-08,-3.8076e-08,1.4542e-07,8000,-1647.1,-4114.8
-6.5117e-08,-3.8076e-08,1.4542e-07,8000,-1647.1,-4114.8
8.0173e-07,1.7151e-07,-1.6372e-07,8000,-2669.7,-2945.4
8.0173e-07,1.7151e-07,-1.6372e-07,8000,-2669.7,-2945.4
8.0173e-07,1.7151e-07,-1.6372e-07,8000,-2669.7,-2945.4
6.5886e-07,5.3799e-07,1.8508e-07,8000,-2803.8,-3220.6
6.5886e-07,5.3799e-07,1.8508e-07,8000,-2803.8,-3220.6
8.0173e-07,1.7151e-07,-1.6372e-07,8000,-2669.7,-2945.4
8.0173e-07,1.7151e-07,-1.6372e-07,8000,-2669.7,-2945.4
6.5886e-07,5.3799e-07,1.8508e-07,8000,-2803.8,-3220.6
8.0173e-07,1.7151e-07,-1.6372e-07,8000,-2669.7,-2945.4
9.5895e-07,1.4431e-07,3.0543e-07,8000,-2558.3,-4282
9.5895e-07,1.4431e-07,3.0543e-07,8000,-2558.3,-4282
9.5895e-07,1.4431e-07,3.0543e-07,8000,-2558.3,-4282
9.5895e-07,1.4431e-07,3.0543e-07,8000,-2558.3,-4282
9.5895e-07,1.4431e-07,3.0543e-07,8000,-2558.3,-4282
1.3669e-06,1.4466e-07,-7.2616e-08,8000,-2666.3,-4053.3
1.3669e-06,1.4466e-07,-7.2616e-08,8000,-2666.3,-4053.3
9.5895e-07,1.4431e-07,3.0543e-07,8000,-2558.3,-4282
1.3669e-06,1.4466e-07,-7.2616e-08,8000,-2666.3,-4053.3
2.4e-07,-2.4569e-07,9.9845e-09,8000,-1853.6,-3250.1
2.4e-07,-2.4569e-07,9.9845e-09,8000,-1853.6,-3250.1
2.4e-07,-2.4569e-07,9.9845e-09,8000,-1853.6,-3250.1
1.3669e-06,1.4466e-07,-7.2616e-08,8000,-2666.3,-4053.3
1.3669e-06,1.4466e-07,-7.2616e-08,8000,-2666.3,-4053.3
1.3669e-06,1.4466e-07,-7.2616e-08,8000,-2666.3,-4053.3
1.1774e-06,4.8249e-07,5.2662e-08,8000,-2802.9,-3778
1.1774e-06,4.8249e-07,5.2662e-08,8000,-2802.9,-3778
1.1774e-06,4.8249e-07,5.2662e-08,8000,-2802.9,-3778
1.3669e-06,1.4466e-07,-7.2616e-08,8000,-2666.3,-4053.3
1.3669e-06,1.4466e-07,-7.2616e-08,8000,-2666.3,-4053.3
1.1774e-06,4.8249e-07,5.2662e-08,8000,-2802.9,-3778
1.1774e-06,4.8249e-07,5.2662e-08,8000,-2802.9,-3778
1.3669e-06,1.4466e-07,-7.2616e-08,8000,-2666.3,-4053.3
1.1774e-06,4.8249e-07,5.2662e-08,8000,-2802.9,-3778
2.2023e-07,1.1699e-07,2.4698e-08,8000,-3167.6,-2499.6
2.2023e-07,1.1699e-07,2.4698e-08,8000,-3167.6,-2499.6
2.2023e-07,1.1699e-07,2.4698e-08,8000,-3167.6,-2499.6
1.2443e-07,4.0102e-08,3.6051e-08,8000,-3283.4,-4694.6
1.2443e-07,4.0102e-08,3.6051e-08,8000,-3283.4,-4694.6
1.4937e-07,1.4196e-08,2.5448e-08,8000,-3064.4,-4721.6
1.4937e-07,1.4196e-08,2.5448e-08,8000,-3064.4,-4721.6
1.2443e-07,4.0102e-08,3.6051e-08,8000,-3283.4,-4694.6
1.4937e-07,1.4196e-08,2.5448e-08,8000,-3064.4,-4721.6
9.2728e-07,-1.526e-07,2.0689e-07,8000,-1691.9,-2568.1
9.2728e-07,-1.526e-07,2.0689e-07,8000,-1691.9,-2568.1
9.2728e-07,-1.526e-07,2.0689e-07,8000,-1691.9,-2568.1
1.2443e-07,4.0102e-08,3.6051e-08,8000,-3283.4,-4694.6
1.2443e-07,4.0102e-08,3.6051e-08,8000,-3283.4,-4694.6
1.4937e-07,1.4196e-08,2.5448e-08,8000,-3064.4,-4721.6
1.4937e-07,1.4196e-08,2.5448e-08,8000,-3064.4,-4721.6
1.2443e-07,4.0102e-08,3.6051e-08,8000,-3283.4,-4694.6
1.4937e-07,1.4196e-08,2.5448e-08,8000,-3064.4,-4721.6
3.7525e-07,-6.665e-08,-7.1245e-10,8000,-2777.2,-4304.7
3.7525e-07,-6.665e-08,-7.1245e-10,8000,-2777.2,-4304.7
3.7525e-07,-6.665e-08,-7.1245e-10,8000,-2777.2,-4304.7
6.1996e-08,-1.7572e-07,3.0248e-09,8000,-1653.8,-3791.8
6.1996e-08,-1.7572e-07,3.0248e-09,8000,-1653.8,-3791.8
6.1996e-08,-1.7572e-07,3.0248e-09,8000,-1653.8,-3791.8
3.7525e-07,-6.665e-08,-7.1245e-10,8000,-2777.2,-4304.7
2.4256e-07,1.5311e-07,7.2042e-08,8000,-2907.2,-4559.9
3.7525e-07,-6.665e-08,-7.1245e-10,8000,-2777.2,-4304.7
3.7525e-07,-6.665e-08,-7.1245e-10,8000,-2777.2,-4304.7
2.4256e-07,1.5311e-07,7.2042e-08,8000,-2907.2,-4559.9
2.4256e-07,1.5311e-07,7.2042e-08,8000,-2907.2,-4559.9
3.7525e-07,-6.665e-08,-7.1245e-10,8000,-2777.2,-4304.7
3.7525e-07,-6.665e-08,-7.1245e-10,8000,-2777.2,-4304.7
3.0541e-07,2.1459e-07,1.1164e-07,8000,-3002.3,-4329
3.0541e-07,2.1459e-07,1.1164e-07,8000,-3002.3,-4329
3.7525e-07,-6.665e-08,-7.1245e-10,8000,-2777.2,-4304.7
3.0541e-07,2.1459e-07,1.1164e-07,8000,-3002.3,-4329
3.7525e-07,-6.665e-08,-7.1245e-10,8000,-2777.2,-4304.7
3.0541e-07,2.1459e-07,1.1164e-07,8000,-3002.3,-4329
3.7525e-07,-6.665e-08,-7.1245e-10,8000,-2777.2,-4304.7
3.7525e-07,-6.665e-08,-7.1245e-10,8000,-2777.2,-4304.7
3.0541e-07,2.1459e-07,1.1164e-07,8000,-3002.3,-4329
3.0541e-07,2.1459e-07,1.1164e-07,8000,-3002.3,-4329
9.5895e-07,1.4431e-07,3.0543e-07,8000,-2558.3,-4282
3.7525e-07,-6.665e-08,-7.1245e-10,8000,-2777.2,-4304.7
9.5895e-07,1.4431e-07,3.0543e-07,8000,-2558.3,-4282
9.5895e-07,1.4431e-07,3.0543e-07,8000,-2558.3,-4282
3.7525e-07,-6.665e-08,-7.1245e-10,8000,-2777.2,-4304.7
3.7525e-07,-6.665e-08,-7.1245e-10,8000,-2777.2,-4304.7
2.8393e-06,-7.1286e-07,2.45e-07,8000,-2560.9,-3773.3
2.8393e-06,-7.1286e-07,2.45e-07,8000,-2560.9,-3773.3
2.8393e-06,-7.1286e-07,2.45e-07,8000,-2560.9,-3773.3
2.4256e-07,1.5311e-07,7.2042e-08,8000,-2907.2,-4559.9
2.4256e-07,1.5311e-07,7.2042e-08,8000,-2907.2,-4559.9
4.3698e-07,3.4732e-08,5.0004e-08,8000,-2679.4,-4495.9
2.4256e-07,1.5311e-07,7.2042e-08,8000,-2907.2,-4559.9
4.3698e-07,3.4732e-08,5.0004e-08,8000,-2679.4,-4495.9
4.3698e-07,3.4732e-08,5.0004e-08,8000,-2679.4,-4495.9
8.0173e-07,1.7151e-07,-1.6372e-07,8000,-2669.7,-2945.4
8.0173e-07,1.7151e-07,-1.6372e-07,8000,-2669.7,-2945.4
8.0173e-07,1.7151e-07,-1.6372e-07,8000,-2669.7,-2945.4
6.5886e-07,5.3799e-07,1.8508e-07,8000,-2803.8,-3220.6
6.5886e-07,5.3799e-07,1.8508e-07,8000,-2803.8,-3220.6
6.5886e-07,5.3799e-07,1.8508e-07,8000,-2803.8,-3220.6
-6.5117e-08,-3.8076e-08,1.4542e-07,8000,-1647.1,-4114.8
-6.5117e-08,-3.8076e-08,1.4542e-07,8000,-1647.1,-4114.8
2.4096e-07,-1.9691e-07,9.3769e-08,8000,-1706.9,-4405.3
-6.5117e-08,-3.8076e-08,1.4542e-07,8000,-1647.1,-4114.8
2.4096e-07,-1.9691e-07,9.3769e-08,8000,-1706.9,-4405.3
2.4096e-07,-1.9691e-07,9.3769e-08,8000,-1706.9,-4405.3
-6.5117e-08,-3.8076e-08,1.4542e-07,8000,-1647.1,-4114.8
-1.2717e-09,-8.6587e-08,1.0225e-08,8000,-1500,-4080.8
-6.5117e-08,-3.8076e-08,1.4542e-07,8000,-1647.1,-4114.8
-6.5117e-08,-3.8076e-08,1.4542e-07,8000,-1647.1,-4114.8
-1.2717e-09,-8.6587e-08,1.0225e-08,8000,-1500,-4080.8
-1.2717e-09,-8.6587e-08,1.0225e-08,8000,-1500,-4080.8
6.1996e-08,-1.7572e-07,3.0248e-09,8000,-1653.8,-3791.8
6.1996e-08,-1.7572e-07,3.0248e-09,8000,-1653.8,-3791.8
6.1996e-08,-1.7572e-07,3.0248e-09,8000,-1653.8,-3791.8
1.3669e-06,1.4466e-07,-7.2616e-08,8000,-2666.3,-4053.3
1.3669e-06,1.4466e-07,-7.2616e-08,8000,-2666.3,-4053.3
1.3669e-06,1.4466e-07,-7.2616e-08,8000,-2666.3,-4053.3
4.0123e-07,-2.1032e-07,-2.4429e-07,8000,-1927.6,-3972.1
4.0123e-07,-2.1032e-07,-2.4429e-07,8000,-1927.6,-3972.1
4.0123e-07,-2.1032e-07,-2.4429e-07,8000,-1927.6,-3972.1
2.1534e-07,7.3509e-08,6.5425e-08,8000,-1874.6,-4229.7
2.1534e-07,7.3509e-08,6.5425e-08,8000,-1874.6,-4229.7
2.1534e-07,7.3509e-08,6.5425e-08,8000,-1874.6,-4229.7
2.4256e-07,1.5311e-07,7.2042e-08,8000,-2907.2,-4559.9
2.4256e-07,1.5311e-07,7.2042e-08,8000,-2907.2,-4559.9
2.4256e-07,1.5311e-07,7.2042e-08,8000,-2907.2,-4559.9
5.8059e-07,1.6927e-07,-1.042e-07,8000,-3062.1,-3257.3
5.8059e-07,1.6927e-07,-1.042e-07,8000,-3062.1,-3257.3
5.8059e-07,1.6927e-07,-1.042e-07,8000,-3062.1,-3257.3
-6.5117e-08,-3.8076e-08,1.4542e-07,8000,-1647.1,-4114.8
-6.5117e-08,-3.8076e-08,1.4542e-07,8000,-1647.1,-4114.8
2.1534e-07,7.3509e-08,6.5425e-08,8000,-1874.6,-4229.7
-6.5117e-08,-3.8076e-08,1.4542e-07,8000,-1647.1,-4114.8
2.1534e-07,7.3509e-08,6.5425e-08,8000,-1874.6,-4229.7
2.1534e-07,7.3509e-08,6.5425e-08,8000,-1874.6,-4229.7
7.478e-08,-1.1207e-07,-8.5143e-08,8000,-2249.9,-2328
7.478e-08,-1.1207e-07,-8.5143e-08,8000,-2249.9,-2328
7.478e-08,-1.1207e-07,-8.5143e-08,8000,-2249.9,-2328
-2.1965e-07,-1.1022e-07,-3.0138e-07,8000,-1648.7,-2878.3
-2.1965e-07,-1.1022e-07,-3.0138e-07,8000,-1648.7,-2878.3
-2.1965e-07,-1.1022e-07,-3.0138e-07,8000,-1648.7,-2878.3
5.8059e-07,1.6927e-07,-1.042e-07,8000,-3062.1,-3257.3
5.8059e-07,1.6927e-07,-1.042e-07,8000,-3062.1,-3257.3
6.5886e-07,5.3799e-07,1.8508e-07,8000,-2803.8,-3220.6
6.5886e-07,5.3799e-07,1.8508e-07,8000,-2803.8,-3220.6
5.8059e-07,1.6927e-07,-1.042e-07,8000,-3062.1,-3257.3
6.5886e-07,5.3799e-07,1.8508e-07,8000,-2803.8,-3220.6
-2.1965e-07,-1.1022e-07,-3.0138e-07,8000,-1648.7,-2878.3
-2.1965e-07,-1.1022e-07,-3.0138e-07,8000,-1648.7,-2878.3
9.2728e-07,-1.526e-07,2.0689e-07,8000,-1691.9,-2568.1
-2.1965e-07,-1.1022e-07,-3.0138e-07,8000,-1648.7,-2878.3
9.2728e-07,-1.526e-07,2.0689e-07,8000,-1691.9,-2568.1
9.2728e-07,-1.526e-07,2.0689e-07,8000,-1691.9,-2568.1
1.4937e-07,1.4196e-08,2.5448e-08,8000,-3064.4,-4721.6
1.4937e-07,1.4196e-08,2.5448e-08,8000,-3064.4,-4721.6
1.4937e-07,1.4196e-08,2.5448e-08,8000,-3064.4,-4721.6
1.1774e-06,4.8249e-07,5.2662e-08,8000,-2802.9,-3778
4.8022e-07,1.2368e-07,-1.0318e-07,8000,-3062.1,-3743.6
4.6467e-07,1.4167e-07,2.044e-07,8000,-2937.1,-3500.8
1.4937e-07,1.4196e-08,2.5448e-08,8000,-3064.4,-4721.6
1.4937e-07,1.4196e-08,2.5448e-08,8000,-3064.4,-4721.6
1.4937e-07,1.4196e-08,2.5448e-08,8000,-3064.4,-4721.6
3.0541e-07,2.1459e-07,1.1164e-07,8000,-3002.3,-4329
3.0541e-07,2.1459e-07,1.1164e-07,8000,-3002.3,-4329
3.0541e-07,2.1459e-07,1.1164e-07,8000,-3002.3,-4329
